timestamp,Binance_ALGOUSDT,round,ALGOFI_ALGO_USDC_[ALGO],ALGOFI_ALGO_USDC_[USDC],ALGOFI_ALGO_USDT_[ALGO],ALGOFI_ALGO_USDT_[USDT],HUMBLESWAP_ALGO_USDC_[ALGO],HUMBLESWAP_ALGO_USDC_[USDC],HUMBLESWAP_ALGO_USDT_[ALGO],HUMBLESWAP_ALGO_USDT_[USDT],HUMBLESWAP_ALGO_goUSD_[ALGO],HUMBLESWAP_ALGO_goUSD_[goUSD],PACT_ALGO_USDC_[ALGO],PACT_ALGO_USDC_[USDC],PACT_ALGO_USDT_[ALGO],PACT_ALGO_USDT_[USDT],TINYMAN(v1.1)_ALGO_USDC_[ALGO],TINYMAN(v1.1)_ALGO_USDC_[USDC],TINYMAN(v1.1)_ALGO_USDT_[ALGO],TINYMAN(v1.1)_ALGO_USDT_[USDT],TINYMAN(v2)_ALGO_USDC_[ALGO],TINYMAN(v2)_ALGO_USDC_[USDC]
1682468461427,0.1884294540703898,28631023,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468465509,0.1884294540703898,28631024,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468472535,0.1884294540703898,28631026,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468479767,0.1884294540703898,28631028,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468483975,0.1884294540703898,28631029,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468495024,0.1883813770865097,28631032,801364.66628,150048.46244,29803.26726,5585.41314,2981451.26774,595701.73894,387265.78339,72914.29569,91852.6747,18073.16042,7750855.72068,1453080.93189,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65702818.79614,12343552.65387
1682468506019,0.1883813770865097,28631035,801364.66628,150048.46244,29803.26726,5585.41314,2981461.65522,595699.79553,387265.78339,72914.29569,91852.6747,18073.16042,7750886.72518,1453075.13571,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65703079.85356,12343503.83319
1682468510140,0.1883813770865097,28631036,801364.66628,150048.46244,29803.26726,5585.41314,2981461.65522,595699.79553,387265.78339,72914.29569,91852.6747,18073.16042,7750886.72518,1453075.13571,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65703079.85356,12343503.83319
1682468517283,0.1883707323407359,28631038,801364.66628,150048.46244,29803.26726,5585.41314,2981461.65522,595699.79553,387265.78339,72914.29569,91852.6747,18073.16042,7750886.72518,1453075.13571,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65703079.85356,12343503.83319
1682468528478,0.1883707323407359,28631041,801364.66628,150048.46244,29803.26726,5585.41314,2981461.65522,595699.79553,387265.78339,72914.29569,91852.6747,18073.16042,7750886.72518,1453075.13571,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65703079.85356,12343503.83319
1682468546105,0.1883707323407359,28631046,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7754318.35652,1452433.88919,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468554383,0.1883039424438842,28631048,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7754318.35652,1452433.88919,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468557417,0.1883039424438842,28631049,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7754318.35652,1452433.88919,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468571708,0.1883039424438842,28631053,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468575684,0.1883039424438842,28631054,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468579797,0.1883039424438842,28631055,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65731974.13333,12338102.68398
1682468587885,0.1882867465163253,28631057,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65730734.13322,12338335.77294
1682468592265,0.1882867465163253,28631058,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65730734.13322,12338335.77294
1682468599319,0.1882867465163253,28631060,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65730734.13322,12338335.77294
1682468610061,0.1882846180930052,28631063,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65730734.13322,12338335.77294
1682468614286,0.1882846180930052,28631064,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7752768.35649,1452725.20308,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65728802.13302,12338698.95826
1682468624043,0.1882846180930052,28631067,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7751219.35645,1453016.44562,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468628441,0.1883305499071552,28631068,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7751219.35645,1453016.44562,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468632458,0.1883305499071552,28631069,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468636514,0.1883305499071552,28631070,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468647313,0.1883305499071552,28631073,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468650300,0.1883305499071552,28631074,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468654642,0.1883305499071552,28631075,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468677270,0.1883209438241501,28631081,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468691434,0.1883675818681274,28631085,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468698445,0.1883675818681274,28631087,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468711820,0.1883836344485029,28631091,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468719748,0.1883836344485029,28631093,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468727567,0.1883836344485029,28631095,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468731481,0.1883836344485029,28631096,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468735324,0.1883836344485029,28631097,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468746289,0.1883457183879722,28631100,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468753358,0.1883457183879722,28631102,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468768550,0.1883535559801045,28631106,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65697701.27381,12344548.38728
1682468779279,0.1883535559801045,28631109,801740.97684,149978.09159,29803.26726,5585.41314,2982611.35946,595484.79122,387265.78339,72914.29569,91852.6747,18073.16042,7749431.77547,1453352.69105,215.94178,39.30034,5464566.10091,1057117.79854,374655.47997,72910.66527,65692417.27248,12345542.75433
1682468790672,0.1883535559801045,28631112,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468797432,0.1883653148471008,28631114,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468801476,0.1883653148471008,28631115,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468812276,0.1883653148471008,28631118,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468816071,0.1883877321294219,28631119,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468834524,0.1883877321294219,28631124,801190.97684,150081.48142,29803.26726,5585.41314,2981102.55436,595768.69037,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468848475,0.1885692706151652,28631128,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468853842,0.1885692706151652,28631129,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468856448,0.1885692706151652,28631130,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468860747,0.1885692706151652,28631131,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468864555,0.1885692706151652,28631132,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468868409,0.1885692706151652,28631133,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468879562,0.1886045778512786,28631136,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468894069,0.1886045778512786,28631140,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468913233,0.1886592957568363,28631145,801190.97684,150081.48142,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468920220,0.1886592957568363,28631147,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468924255,0.1886616987186494,28631148,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468931074,0.1886616987186494,28631150,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468935447,0.1886616987186494,28631151,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7743934.68658,1454387.6723,215.94178,39.30034,5464616.10091,1057108.44288,374655.47997,72910.66527,65657819.67348,12352057.4725
1682468939354,0.1886616987186494,28631152,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468946016,0.1886616987186494,28631154,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468950134,0.1886616987186494,28631155,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468954150,0.1886616987186494,28631156,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468965283,0.1886754593456051,28631159,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468971777,0.1886754593456051,28631161,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468979678,0.1886982742035787,28631163,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468983752,0.1886982742035787,28631164,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468988007,0.1886982742035787,28631165,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468994879,0.1886982742035787,28631167,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682468998638,0.1886982742035787,28631168,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682469002432,0.1886982742035787,28631169,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682469016430,0.1886877481708691,28631173,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623085.46058,12358604.88432
1682469020449,0.1886877481708691,28631174,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623121.18889,12358598.1863
1682469031778,0.1886877481708691,28631177,801040.97684,150109.70337,29803.26726,5585.41314,2979593.90491,596052.89106,387265.78339,72914.29569,91852.6747,18073.16042,7742386.68656,1454679.39238,215.94178,39.30034,5463021.60691,1057410.70742,374655.47997,72910.66527,65623121.18889,12358598.1863
