round,group_id,sender,receiver,application-id,amount_send,asset_id_send,amount_received,asset_id_received
27410638,UVexIKcPW0CVkcuKxF8+F1t8i/tdn5xpJ6OSDgOLrK4=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,18087100,0,4009705,31566704
27410638,hAwuWguXuVrRQSodQA6DdyQ0RUHe0UVXF2J40eCfqm0=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,438399999,0,97161308,31566704
27410638,6lkGT5DhXQErIy5minl3ZiH0QtQG6lfWDnFTSziZo+g=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,43512900,0,9640811,31566704
27410639,XGIMgumM0g7VLSNYgbzsxgKmYpDPhaSvaevGlopWEDY=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,1000000000,0,221593965,31566704
27410639,fzfFPKsrazy+lXgaaAxBWi9ZgGTdSjYxGwTArfEdwsA=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,250000000,0,55407823,31566704
27410639,y9TY3rQGhr1877+G4O/7UXsB6rjaKq0A7t8T8WdEZfI=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,250000000,0,55377405,31566704
27410639,qfah5z00CMulNt0IgOy5U2Ydqy+YEi2mp4h1oybMEvI=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,500000000,0,110744395,31566704
27410639,AG0S4EJ7JC9O56wPa5kuD1Jheotp9dpEUvKKtJ5NTWk=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,1000000000,0,221513267,31566704
27410640,pfGywln1se7h4gx0HFLBKPyrGHhg1NrTUq02/5xM0aQ=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,1000000000,0,221432612,31566704
27410640,+IPvGqYiis6lPhLW6kK7A2x/trXObMNVR1619b5NMok=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,SVZS7Q7QMVHZONDHZJHR4564VTMEX3OQ5DSYBWKR5FJFTPZLVG3EZIWC34,777628254,250000000,0,55347012,31566704
27410640,DuT/CQ4gq8Fa5ahbjzGscQaYFhsVRTIngjVxO9R+a1c=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,500000000,0,110677034,31566704
27410644,+PS7rphEE20yicl9DmNRXFnaHxj8Nvd5vu4LC0/DjV4=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,1000000000,0,221352002,31566704
27410650,jK4qA5EQNIn+XyLn3HM7cdrwshH1q4OORVvj/LkTM0Y=,WURC4FSY7K7YHB3B3NG3V43S42EEV64VVDNAMYO3OVC2OKK72XGOKLPOGE,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,6300000000,0,1392668458,31566704
27410651,Y8/2M0B/rNkN0xHhsDkG8ts1ELnapzrItPCz+0PUo/g=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,222398422,31566704,222176,31566704
27410651,0WvRdH0t44kHaJ66PErMKY2cchMHUdXs+Q9FeaipjVU=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,111416875,31566704,501421782,0
27410651,8Nc0Y1lVMeJ0OCCH6Utbeds5KnUTw8y1hfh27WQEsdw=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,445386521,31566704,790904,31566704
27410651,/bgDlQgo/kNW2YgNkTDkguNSsa8O+uu+03HBFwkD1o4=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,2PIFZW53RHCSFSYMCFUBW4XOCXOMB7XOYQSQ6KGT3KVGJTL4HM6COZRNMM,1002541853,445386521,31566704,466305,31566704
27410651,uZAm7x6OEUkOQSf8Iq2VWP4KoMC6Tq/lzASxNZ+TxIM=,W2IZ3EHDRW2IQNPC33CI2CXSLMFCFICVKQVWIYLJWXCTD765RW47ONNCEY,L747MOJV43QCLY4HSWVPL2A5SW62IBLA5XPTI5R4HO32WVAWOO5OBCEP3A,620995314,111246458,31566704,500349192,0
