timestamp,Binance_ALGOUSDT,round,ALGOFI_ALGO_USDC_[ALGO],ALGOFI_ALGO_USDC_[USDC],ALGOFI_ALGO_USDT_[ALGO],ALGOFI_ALGO_USDT_[USDT],HUMBLESWAP_ALGO_USDC_[ALGO],HUMBLESWAP_ALGO_USDC_[USDC],HUMBLESWAP_ALGO_USDT_[ALGO],HUMBLESWAP_ALGO_USDT_[USDT],HUMBLESWAP_ALGO_goUSD_[ALGO],HUMBLESWAP_ALGO_goUSD_[goUSD],PACT_ALGO_USDC_[ALGO],PACT_ALGO_USDC_[USDC],PACT_ALGO_USDT_[ALGO],PACT_ALGO_USDT_[USDT],TINYMAN(v1.1)_ALGO_USDC_[ALGO],TINYMAN(v1.1)_ALGO_USDC_[USDC],TINYMAN(v1.1)_ALGO_USDT_[ALGO],TINYMAN(v1.1)_ALGO_USDT_[USDT],TINYMAN(v2)_ALGO_USDC_[ALGO],TINYMAN(v2)_ALGO_USDC_[USDC]
1682451360538,0.1830151611883852,28626394,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451361956,0.1830151611883852,28626395,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451367283,0.1830151611883852,28626396,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451377668,0.1830151611883852,28626399,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451381733,0.1830385810638767,28626400,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451385935,0.1830385810638767,28626401,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451395970,0.1830385810638767,28626404,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451399400,0.1830385810638767,28626405,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451404312,0.1830691189438956,28626406,811470.78592,148169.33607,30196.0766,5511.62115,3014172.64131,589608.57097,391547.03839,72112.70023,92640.72939,17926.73022,7845493.5833,1435454.60367,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524551.58182,12192142.19707
1682451425894,0.1830691189438956,28626412,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451430257,0.1830691189438956,28626413,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451432670,0.1830691189438956,28626414,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451437290,0.1830742093647409,28626415,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451458981,0.1830762828406907,28626421,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451466423,0.1830762828406907,28626423,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451477408,0.1830762828406907,28626426,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451484787,0.1830965480680176,28626428,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451491053,0.1830965480680176,28626430,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451514709,0.1830978486012171,28626436,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451520516,0.1830978486012171,28626438,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451547221,0.1831099671432735,28626445,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451551959,0.1831099671432735,28626446,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524561.63399,12192140.36355
1682451554856,0.1831099671432735,28626447,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451577352,0.1831093318524421,28626453,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451587461,0.1831503992150868,28626456,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451595854,0.1831503992150868,28626458,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451603165,0.1831503992150868,28626460,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451606461,0.1831503992150868,28626461,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845494.77743,1435454.38581,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524643.07378,12192125.50888
1682451612484,0.1831503992150868,28626463,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845558.85283,1435442.69524,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524098.11863,12192225.50888
1682451628916,0.1831423463932095,28626467,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845558.85283,1435442.69524,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524098.11863,12192225.50888
1682451633069,0.1831423463932095,28626468,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845558.85283,1435442.69524,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524098.11863,12192225.50888
1682451651145,0.1832171573484862,28626473,811470.78592,148169.33607,30196.0766,5511.62115,3014173.04122,589608.49801,391547.03839,72112.70023,92640.72939,17926.73022,7845558.85283,1435442.69524,217.01642,39.10252,5526133.28123,1045801.08107,378554.43469,72182.53286,66524098.11863,12192225.50888
1682451662337,0.1832171573484862,28626476,811496.31785,148164.67812,30196.0766,5511.62115,3014300.76223,589585.19636,391547.03839,72112.70023,92640.72939,17926.73022,7845899.32714,1435380.57882,217.01642,39.10252,5526287.24714,1045772.98664,378554.43469,72182.53286,66524098.11863,12192225.50888
